Date,Month,Year,Company,City,ZIP,County,FIPS,MSA,CBSA,ZCTA,CDRegion,Companies,Employees
4/3/20,Apr,2020,Asbury Automotive,Smyrna,30080,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30080,Metro West,1,64
4/3/20,Apr,2020,Asbury Automotive,Marietta,30060,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30060,Metro West,1,38
4/3/20,Apr,2020,Asbury Automotive,Marietta,30060,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30060,Metro West,1,32
4/3/20,Apr,2020,Gutterglove South & Home Renovation,Marietta,30066,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30066,Metro West,1,22
4/6/20,Apr,2020,Carestream Dental LLC,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,196
4/6/20,Apr,2020,Primrose School Franchising Company LLC,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,59
4/12/20,Apr,2020,Express Parcel Service LLC,Smyrna,30082,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30082,Metro West,1,74
4/12/20,Apr,2020,"The Finish Line, Inc.",Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,30
4/12/20,Apr,2020,"The Finish Line, Inc.",Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,24
4/26/20,Apr,2020,Retrospective Salon LLC,Acworth,30101,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30101,Metro West,1,1
5/1/20,May,2020,Parkway Products LLC,Marietta,30066,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30066,Metro West,1,58
5/19/20,May,2020,Czarnowski,Austell,30168,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30168,Metro West,1,401
8/21/20,Aug,2020,Courier Distribution Systems,Smyrna,30082,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30082,Metro West,1,91
8/25/20,Aug,2020,"Carestream Dental Partnership, LLC",Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,29
9/8/20,Sep,2020,Cobb-Marietta Coliseum & Exhibit Hall Authority,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,68
9/18/20,Sep,2020,P.F. Chang's China Bistro (Cumberland Mall),Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,75
12/4/20,Dec,2020,"Carestream Dental Partnership, LLC",Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,65
2/27/09,Feb,2009,Pilgrim's Pride,Douglas,31533,Coffee County,13069,"Douglas, GA",20060,31533,Coastal,1,900
2/27/09,Feb,2009,Pilgrim's Pride,Ambrose,31512,Coffee County,13069,"Douglas, GA",20060,31512,Coastal,1,900
5/14/09,May,2009,Wayne Farms,Douglas,31533,Coffee County,13069,"Douglas, GA",20060,31533,Coastal,1,153
6/15/07,Jun,2007,M & K Textiles,Moultrie,31776,Colquitt County,13071,"Moultrie, GA",34220,31768,South,1,4
2/13/13,Feb,2013,National Beef,Moultrie,30298,Colquitt County,13071,"Moultrie, GA",34220,30297,South,1,280
5/5/14,May,2014,Riverside Manufacturing Company,Moultrie,31768,Colquitt County,13071,"Moultrie, GA",34220,31768,South,1,140
7/1/09,Jul,2009,Kennametal,Evans,30809,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30809,East,1,153
11/14/09,Nov,2009,Weylchem Corporation,Augusta,30906,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30906,East,1,35
12/3/15,Dec,2015,Quad/Graphics,Evans,30809,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30809,East,1,225
6/1/19,Jun,2019,"Overgaard, Inc.",Martinez,30907,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30907,East,1,2
3/23/20,Mar,2020,"Terri Woodward, Inc",Augusta,30907,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30907,East,1,14
3/23/20,Mar,2020,Augusta Sportswear Brands,Grovetown,30813,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30813,East,1,141
3/25/20,Mar,2020,The Family Y of the CSRA,Evans,30809,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30809,East,1,57
3/25/20,Mar,2020,tHE FAMILY Y OF THE CSRA,,30813,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30813,East,1,48
3/26/20,Mar,2020,Tower 3 Champions Retreat,Evans,30809,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30809,East,1,45
3/28/20,Mar,2020,Aqua Salon and Spa LLC,Martinez,30907,Columbia County,13073,"Augusta-Richmond County, GA-SC",12260,30907,East,1,8
11/4/10,Nov,2010,"Xella Aircrete North America, Inc.",Adel,31620,Cook County,13075,,,31620,South,1,49
3/13/14,Mar,2014,SierraPine Composite Solutions,Adel,31620,Cook County,13075,,,31620,South,1,91
4/2/09,Apr,2009,Rite Aid,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,296
9/20/12,Sep,2012,Stryker Manufacturing,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,45
4/10/15,Apr,2015,Sears Holdings Corporation,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,164
4/30/15,Apr,2015,Kmart Distribution Center/Newnan,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,130
11/1/15,Nov,2015,Colson Group,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,55
12/28/18,Dec,2018,Polycycle Solutions LLC,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,17
7/22/19,Jul,2019,The SYGMA Network,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,129
3/17/20,Mar,2020,Firestone LLC,Newnan,30263,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30263,Metro South,1,36
3/18/20,Mar,2020,AJs Payroll Inc,Newnan,30263,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30263,Metro South,1,80
4/4/20,Apr,2020,Vision Works (Newnan),Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,9
4/8/20,Apr,2020,Elite Comfort Solutions,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,1
4/8/20,Apr,2020,Elite Comfort Solutions,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,8
8/31/20,Aug,2020,CDI Head Start (Newnan West HS),Newnan,30263,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30263,Metro South,1,13
8/31/20,Aug,2020,CDI Head Start (Newnan East HS),Newnan,30263,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30263,Metro South,1,17
9/1/20,Sep,2020,XtremeAir of South Atlanta LLC,Newnan,30265,Coweta County,13077,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Metro South,1,60
3/28/20,Mar,2020,Accurate reliable measurement,Roberta,31078,Crawford County,13079,"Macon-Bibb County, GA",31420,31078,West,1,7
9/6/07,Sep,2007,Lasco Bathware,Cordele,31015,Crisp County,13081,"Cordele, GA",18380,31015,West,1,105
9/27/07,Sep,2007,Best Textiles International,Cordele,31015,Crisp County,13081,"Cordele, GA",18380,31015,West,1,43
9/5/08,Sep,2008,Travelcenters Of America,Cordele,31015,Crisp County,13081,"Cordele, GA",18380,31015,West,1,78
3/8/11,Mar,2011,Nationwide Homes,Arabi,31712,Crisp County,13081,"Cordele, GA",18380,31712,West,1,57
3/23/20,Mar,2020,"Coral Hospitality-GA, LLC",Cordele,31015,Crisp County,13081,"Cordele, GA",18380,31015,West,1,124
3/25/20,Mar,2020,M.D. Whitest Medical Institute,Cordele,31015,Crisp County,13081,"Cordele, GA",18380,31015,West,1,7
10/9/08,Oct,2008,Shaw Industries,Trenton,30752,Dade County,13083,"Chattanooga, TN-GA",16860,30752,Northwest,1,444
6/29/15,Jun,2015,"Gill Industries, Inc.",Trenton,30752,Dade County,13083,"Chattanooga, TN-GA",16860,30752,Northwest,1,30
3/24/20,Mar,2020,"Coral Hospitality-GA, LLC",Dawsonville,30534,Dawson County,13085,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30534,Northeast,1,59
8/22/07,Aug,2007,"Lynch Systems, Inc.",Bainbridge,39817,Decatur County,13087,"Bainbridge, GA",12460,39817,South,1,50
9/24/08,Sep,2008,American Fibers & Yarns Company,Bainbridge,39817,Decatur County,13087,"Bainbridge, GA",12460,39817,South,1,247
3/9/09,Mar,2009,Traco,Bainbridge,39818,Decatur County,13087,"Bainbridge, GA",12460,39817,South,1,56
10/15/15,Oct,2015,"Shaw Industries Group, Inc.",Bainbridge,39817,Decatur County,13087,"Bainbridge, GA",12460,39817,South,1,267
1/29/07,Jan,2007,Mead Westvaco,Chamblee,30341,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30341,Metro North,1,70
2/1/07,Feb,2007,Flo Distribution Center,Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,56
3/21/07,Mar,2007,Fenner Dunlop America,Avondale Estates,30002,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30002,Metro North,1,150
3/27/07,Mar,2007,Sears Logistics Services,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,169
3/27/07,Mar,2007,Parisian Store (lithonia #450),Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,71
3/27/07,Mar,2007,Parisian Store (atlanta #443),Atlanta,30345,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30345,Metro North,1,62
4/26/07,Apr,2007,Rock-tenn Company,Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,104
8/16/07,Aug,2007,Homebanc Mortgage Corp,Atlanta,30319,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30319,Metro North,1,404
9/5/07,Sep,2007,Travelcenters Of America,Conley,30288,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30288,Metro North,1,58
11/6/07,Nov,2007,Harland Regional Printing Facility,Decatur,30035,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30035,Metro North,1,104
2/8/08,Feb,2008,Harland Clarke,Decatur,30035,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30035,Metro North,1,4
3/17/08,Mar,2008,Sears Holdings,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,112
4/2/08,Apr,2008,Hunter Douglas (alta Window Solution Specialists Inc),Doraville,30360,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30360,Metro North,1,137
5/2/08,May,2008,Philips Electronics North America Corp,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,86
7/29/08,Jul,2008,General Motors,Doraville,30360,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30360,Metro North,1,394
10/31/08,Oct,2008,Value City Doraville,Doraville,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,90
11/17/08,Nov,2008,Dekalb County Schools,Decatur,30032,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30032,Metro North,1,127
11/25/08,Nov,2008,"Qualex, Inc",Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,63
2/2/09,Feb,2009,Harland Clarke,Decatur,30035,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30035,Metro North,1,220
2/5/09,Feb,2009,The Atlanta Journal Constitution,Clarkston,30021,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30021,Metro North,1,88
2/6/09,Feb,2009,The Home Depot,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,49
2/27/09,Feb,2009,Macy's,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,804
5/8/09,May,2009,"Bearingpoint, Inc.",Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,11
5/20/09,May,2009,Johnson Controls,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,15
6/26/09,Jun,2009,Fenner Dunlop,Avondale Estates,30079,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30079,Metro North,1,25
11/5/09,Nov,2009,Target,Stone Mountain,30087,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30087,Metro North,1,140
1/7/10,Jan,2010,"Atlantic Cable Services, Llc",Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,124
4/13/10,Apr,2010,Pilgrim Pride's,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,55
6/3/10,Jun,2010,Care Ambulance,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,123
10/19/10,Oct,2010,Mirant Corp/genon,Atlanta,30338,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30338,Metro North,1,160
8/4/11,Aug,2011,Decatur Hotel,Decatur,30030,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30030,Metro North,1,55
10/19/11,Oct,2011,Ccp North America,Stone Mountain,30087,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30087,Metro North,1,45
10/31/11,Oct,2011,Kmart,Doraville,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,70
12/6/11,Dec,2011,Netspend Corp,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,80
1/4/12,Jan,2012,Bloomingdale's,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,141
1/27/12,Jan,2012,Cox Communications,Atlanta,30319,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30319,Metro North,1,133
10/3/12,Oct,2012,Genon,Atlanta,30338,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30338,Metro North,1,5
1/7/13,Jan,2013,Bway Corporation,Lithonia,30058,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30058,Metro North,1,65
2/21/13,Feb,2013,The Atlanta Journal-constitution,Clarkston,30021,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30021,Metro North,1,85
2/28/13,Feb,2013,Yp Southeast Advertising,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,32
3/21/13,Mar,2013,Cenveo,Chamblee,30021,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30021,Metro North,1,44
11/15/13,Nov,2013,Emory Healthcare,Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,101
12/12/13,Dec,2013,Department of Physical Health,Atlanta,30319,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30319,Metro North,1,75
12/15/13,Dec,2013,Allied Systems Holdings,Atlanta,30345,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30345,Metro North,1,90
1/31/14,Jan,2014,Hood Packing Corporation,Decatur,30035,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30035,Metro North,1,59
4/22/14,Apr,2014,Georgia-Pacific Corrugated LLC,Doraville,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,80
6/9/14,Jun,2014,CCP North America Inc.,Decatur,30030,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30030,Metro North,1,57
7/14/14,Jul,2014,FEI,Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,1
7/14/14,Jul,2014,NEXTITLE,Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,9
7/14/14,Jul,2014,"RCO Legal, P.S.",Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,133
7/14/14,Jul,2014,Realty in Motion,Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,13
9/24/14,Sep,2014,DeKalb County Government (Contract and Purchasing),Decatur,30030,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30030,Metro North,1,9
2/1/15,Feb,2015,Quad Graphics,Atlanta,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,110
4/30/15,Apr,2015,GA Student Finance Commission,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,25
8/27/15,Aug,2015,DeKalb County Government,Decatur,30030,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30030,Metro North,1,88
2/2/16,Feb,2016,GA State University,Atlanta,30302,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30312,Metro North,1,25
9/30/16,Sep,2016,Crawford and Company,Atlanta,30319,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30319,Metro North,1,21
10/1/16,Oct,2016,EchoStar Technologies LLC.,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,137
11/20/16,Nov,2016,Holiday Inn Atlanta Perimeter,Atlanta,30341,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30341,Metro North,1,43
11/30/16,Nov,2016,Hawker Beechcraft,Atlanta,30341,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30341,Metro North,1,42
1/12/17,Jan,2017,Sears Holding Corporation,Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,48
3/31/17,Mar,2017,bebe,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,12
4/16/17,Apr,2017,Macy's,Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,133
5/31/17,May,2017,hhgregg,Ellenwood,30294,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30294,Metro North,1,58
6/4/17,Jun,2017,"Pro Source, Inc.",Atlanta,30341,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30341,Metro North,1,85
6/19/17,Jun,2017,Popeyes,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,81
6/30/17,Jun,2017,Dollar Express,Decatur,30034,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30034,Metro North,1,11
6/30/17,Jun,2017,Dollar Express,Decatur,30032,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30032,Metro North,1,8
6/30/17,Jun,2017,Dollar Express,Decatur,30034,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30034,Metro North,1,11
6/30/17,Jun,2017,Dollar Express,Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,7
7/14/17,Jul,2017,YP LLC,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,50
9/1/17,Sep,2017,Crawford & Company,Atlanta,30328,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30328,Metro North,1,13
1/12/18,Jan,2018,Popeyes,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,30
3/16/18,Mar,2018,Sam's Club,Lithonia,30058,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30058,Metro North,1,196
3/16/18,Mar,2018,Walmart,Lithonia,30058,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30058,Metro North,1,83
7/31/18,Jul,2018,"Freeland Harris Consulting Engineers of Georgia, Inc.",Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,3
8/6/18,Aug,2018,Crowne Plaza Atlanta Perimeter at Ravinia,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,61
8/31/18,Aug,2018,State Farm Insurance Companies,Dunwoody,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,95
10/31/18,Oct,2018,PBR VENTURES INC,,30324,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30324,Metro North,1,1
1/1/19,Jan,2019,Super Service,Ellenwood,30049,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30043,Metro North,1,158
2/28/19,Feb,2019,BIG ATLANTA TRADING INC,Doraville,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,2
10/1/19,Oct,2019,WestRock-Atanta East,Lithonia,30058,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30058,Metro North,1,34
10/5/19,Oct,2019,EverWalton Inc,,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,2
12/9/19,Dec,2019,"Brill, Inc.",Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,240
3/14/20,Mar,2020,"Marriott Hotel Services, Inc. (Stone Mountain Inn)",Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,22
3/14/20,Mar,2020,Marriott Hotel Svs. (Atlanta Evergreen Marriott),Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,237
3/16/20,Mar,2020,Marriott Hotels & Resorts,Atlanta,30345,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30345,Metro North,1,107
3/17/20,Mar,2020,Razor Sharp Recoreds South Inc.,Atlanta,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,1
3/17/20,Mar,2020,YogaWorks-Brookhaven 6,Brookhaven,30319,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30319,Metro North,1,39
3/17/20,Mar,2020,Scandinavian Tobacco Group Lane Limited,Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,113
3/17/20,Mar,2020,YogaWorks (Dunwoody 6),Dunwoody,30338,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30338,Metro North,1,27
3/19/20,Mar,2020,Cincuenta llc,Atlanta,30317,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30317,Metro North,1,38
3/20/20,Mar,2020,Crestline Hotels & Resorts,Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,114
3/21/20,Mar,2020,Barteca,Atlanta,30318,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro North,1,58
3/21/20,Mar,2020,Barteca,Atlanta,30307,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30307,Metro North,1,86
3/21/20,Mar,2020,Barteca,Atlanta,30342,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30342,Metro North,1,84
3/23/20,Mar,2020,Arizona's at Stonecrest,Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,60
3/24/20,Mar,2020,CTC FAM LLC,Dunwoody,30338,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30338,Metro North,1,1
3/25/20,Mar,2020,Alsco,Atlanta,30340,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30340,Metro North,1,117
3/27/20,Mar,2020,Crowne Plaza Atlanta Perimeter at Ravinia,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,114
3/27/20,Mar,2020,"Williamson Fire Protection, LLC",Ellenwood,30294,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30294,Metro North,1,10
3/31/20,Mar,2020,OM SAI RAM INC,,30030,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30030,Metro North,1,1
4/1/20,Apr,2020,A Book Nook Inc,Decatur,30033,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30033,Metro North,1,17
4/3/20,Apr,2020,Asbury Automotive,Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,49
4/3/20,Apr,2020,Asbury Automotive,Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,19
4/3/20,Apr,2020,Asbury Automotive,Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,21
4/3/20,Apr,2020,Asbury Automotive,Decatur,30033,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30033,Metro North,1,59
4/4/20,Apr,2020,Vision Works (Lithonia),Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,9
4/4/20,Apr,2020,Vision Works (Tucker),Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,6
4/7/20,Apr,2020,"Four Seasons Hotels Corporate Services, Inc.",Atlanta,30345,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30345,Metro North,1,1
