Date,Month,Year,Company,City,ZIP,County,FIPS,MSA,CBSA,ZCTA,CDRegion,Companies,Employees
4/12/20,Apr,2020,"The Finish Line, Inc.",Lithonia,30038,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30038,Metro North,1,19
4/20/20,Apr,2020,Stone Mountain Park,Stone Mountain,30087,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30087,Metro North,1,52
5/17/20,May,2020,Cox Automotive,Atlanta,30319,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30319,Metro North,1,76
5/18/20,May,2020,Brittany Maids Ltd,Atlanta,30329,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro North,1,38
8/14/20,Aug,2020,Aramark (Agnes Scott College),Decatur,30030,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30030,Metro North,1,53
9/23/20,Sep,2020,"J. C. Penney Corporation, Inc",Atlanta,30345,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30345,Metro North,1,100
10/30/20,Oct,2020,CDI Head Start (Facility & Admn),Clarkston,30021,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30021,Metro North,1,75
10/31/20,Oct,2020,CDI Head Start (West Circle Ctr),Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,4
10/31/20,Oct,2020,CDI Head Start (Lithonia - Stonecrest),Stonecrest,30058,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30058,Metro North,1,42
10/31/20,Oct,2020,CDI Head Start (Restoration Storehouse),Avondale Estates,30002,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30002,Metro North,1,6
10/31/20,Oct,2020,CDI Head Start (Columbia - Avondale Estates),Avondale Estates,30002,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30002,Metro North,1,33
10/31/20,Oct,2020,CDI Head Start (Lawrenceville Hwy - Tucker),Tucker,30084,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30084,Metro North,1,16
10/31/20,Oct,2020,CDI  Head Start (Hambrick - Stone Mountain),Stone Mountain,30083,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30083,Metro North,1,19
10/31/20,Oct,2020,CDI Head Start (Flat Shoals Ctr),Clarkston,30021,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30021,Metro North,1,1
11/30/20,Nov,2020,Crowne Plaza Atl Perimeter at Ravinia/IHG,Atlanta,30346,DeKalb County,13089,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro North,1,72
1/27/09,Jan,2009,The Standard Candy Company,Eastman,31023,Dodge County,13091,,,31023,Central,1,273
3/10/20,Mar,2020,Mid Georgia Fire Safety,Eastman,31023,Dodge County,13091,,,31023,Central,1,4
8/9/10,Aug,2010,"Neff Motivation, Inc",Unadilla,31091,Dooly County,13093,,,31091,Central,1,92
8/6/07,Aug,2007,Dyn Corp,Albany,31705,Dougherty County,13095,"Albany, GA",10500,31705,South,1,100
1/26/09,Jan,2009,Cooper Tire & Rubber Company,Albany,31705,Dougherty County,13095,"Albany, GA",10500,31705,South,1,1268
3/17/09,Mar,2009,Xlc Services,Albany,31705,Dougherty County,13095,"Albany, GA",10500,31705,South,1,83
4/28/09,Apr,2009,Abb Inc.,Albany,31705,Dougherty County,13095,"Albany, GA",10500,31705,South,1,76
11/23/09,Nov,2009,Macgregor Golf,Albany,31701,Dougherty County,13095,"Albany, GA",10500,31701,South,1,200
12/7/09,Dec,2009,"Aecom Goverment Svcs, Inc. (ags)",Albany,31704,Dougherty County,13095,"Albany, GA",10500,31705,South,1,207
2/2/10,Feb,2010,At&t,Albany,31707,Dougherty County,13095,"Albany, GA",10500,31707,South,1,73
9/29/13,Sep,2013,Jacobs Technology Inc,Albany,31701,Dougherty County,13095,"Albany, GA",10500,31701,South,1,80
9/30/16,Sep,2016,Albany State Univeristy,,31705,Dougherty County,13095,"Albany, GA",10500,31705,South,1,55
6/30/17,Jun,2017,Aramark (Albany State University),Albany,31705,Dougherty County,13095,"Albany, GA",10500,31705,South,1,97
3/10/20,Mar,2020,Pacific Architects & Engineers (PAE),Albany,31704,Dougherty County,13095,"Albany, GA",10500,31705,South,1,200
3/15/20,Mar,2020,Bloomin Brands (Outback 1134),Albany,31707,Dougherty County,13095,"Albany, GA",10500,31707,South,1,71
3/19/20,Mar,2020,G. C. of Albany Inc.,Albany,31707,Dougherty County,13095,"Albany, GA",10500,31707,South,1,71
5/29/20,May,2020,Blake's Reasonable Repair,Albany,31701,Dougherty County,13095,"Albany, GA",10500,31701,South,1,2
10/8/20,Oct,2020,XOtech,Albany,31704,Dougherty County,13095,"Albany, GA",10500,31705,South,1,70
7/6/07,Jul,2007,Oldcastle Glass,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,65
12/8/08,Dec,2008,Steelcase,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,249
1/21/09,Jan,2009,Circuit City,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,63
10/6/09,Oct,2009,Apl Logistics,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,93
11/20/09,Nov,2009,Nioxin,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,60
11/25/09,Nov,2009,Old Time Pottery,Douglasville,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,34
1/31/11,Jan,2011,Nioxin,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,62
3/1/12,Mar,2012,Medline Industries,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,40
8/2/12,Aug,2012,"The Atlanta Journal-consitution/cox Enterprises, Inc.",Douglasville,30134,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30134,Metro West,1,50
3/18/13,Mar,2013,"Dawn Food Products, Inc.",Douglasville,30134,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30134,Metro West,1,70
3/8/15,Mar,2015,Trulite Glass Company,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,87
12/12/15,Dec,2015,Saddle Creek Logistics Services,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,112
11/27/17,Nov,2017,WestRock,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,57
1/28/18,Jan,2018,Cahaba,Douglasville,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,27
8/3/18,Aug,2018,Clean Break Cleaning Co.,,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,4
6/30/19,Jun,2019,"Z Gallerie, LLC",Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,52
3/1/20,Mar,2020,"Global Experience Specialists, Inc. (GES)",Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,94
3/15/20,Mar,2020,Bloomin Brands (Outback 1120),Douglasville,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,98
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 6116),Douglasville,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,51
3/31/20,Mar,2020,Stein Mart Distribution Center,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,121
3/31/20,Mar,2020,Stein Mart,Lithia Springs,30122,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30122,Metro West,1,121
4/4/20,Apr,2020,Vision Works (Douglasville),Douglasville,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,12
4/12/20,Apr,2020,"The Finish Line, Inc.",Douglasville,30135,Douglas County,13097,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30135,Metro West,1,28
7/12/10,Jul,2010,Achbold Medical Center,Blakely,39823,Early County,13099,,,39823,South,1,200
3/14/11,Mar,2011,Blakely Regional Youth Detention Center,Blakely,39823,Early County,13099,,,39823,South,1,63
4/27/20,Apr,2020,Interfor US Inc,Bloomingdale,31302,Effingham County,13103,"Savannah, GA",42340,31302,Coastal,1,137
1/8/07,Jan,2007,"Glen Raven Custom Fabrics,llc",Elberton,30635,Elbert County,13105,,,30635,Northeast,1,54
5/5/08,May,2008,Cima Plastics Ii Corp,Elberton,30635,Elbert County,13105,,,30635,Northeast,1,87
5/15/08,May,2008,Honeywell/bendix,Elberton,30635,Elbert County,13105,,,30635,Northeast,1,95
3/19/09,Mar,2009,Honeywell,Elberton,30635,Elbert County,13105,,,30635,Northeast,1,228
9/9/09,Sep,2009,Honeywell,Elberton,30635,Elbert County,13105,,,30635,Northeast,1,223
7/19/12,Jul,2012,Carlisle Waterproofing,Elberton,30635,Elbert County,13105,,,30635,Northeast,1,30
11/19/14,Nov,2014,Bilow,Elberton,30635,Elbert County,13105,,,30635,Northeast,1,30
11/24/10,Nov,2010,"Crider, Inc.",Stillmore,30464,Emanuel County,13107,,,30464,Central,1,260
4/23/13,Apr,2013,Savannah Luggage,Swainsboro,30401,Emanuel County,13107,,,30401,Central,1,133
9/30/14,Sep,2014,Chemetron Fire Systems,Swainsboro,30401,Emanuel County,13107,,,30401,Central,1,15
6/1/15,Jun,2015,Kongsberg Automotive,Swainsboro,30401,Emanuel County,13107,,,30401,Central,1,180
10/1/17,Oct,2017,Husqvarna Group,Swainsboro,30401,Emanuel County,13107,,,30401,Central,1,113
9/3/20,Sep,2020,Cherokees Custom Creations,Midville,30441,Emanuel County,13107,,,30441,Central,1,2
5/2/08,May,2008,Georgia-pacific Wood Products Llc,Claxton,30417,Evans County,13109,,,30417,Coastal,1,77
4/22/20,Apr,2020,The Hood Guy ga.,Augusta,30909,Richmond County,13245,,,30909,Coastal,1,10
1/6/09,Jan,2009,Panasonic Automotive Systems Company,Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,527
5/20/10,May,2010,Jit Services Llc,Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,4
1/10/12,Jan,2012,The Atlanta Journal Constitution,Fayetteville,30215,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30215,Metro South,1,70
4/16/12,Apr,2012,Best Buy,Fayetteville,30214,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30214,Metro South,1,58
11/2/12,Nov,2012,"Gardner Denver, Inc",Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,64
11/23/13,Nov,2013,World Airways,Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,176
4/4/14,Apr,2014,World Airways,Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,897
5/15/15,May,2015,Emory Healthcare,Fayetteville,30215,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30215,Metro South,1,57
6/10/18,Jun,2018,XPO Logistics,Fayetteville,30215,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30215,Metro South,1,53
2/1/19,Feb,2019,"Animatics & Storyboards, Inc.",Fayetteville,30215,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30215,Metro South,1,2
3/12/20,Mar,2020,IMP Mechanical LLC,Fayetteville,30214,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30214,Metro South,1,16
3/15/20,Mar,2020,Bloomin Brands (Outback 1124),Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,80
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 6113),Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,83
3/27/20,Mar,2020,"Wencor Group, LLC",Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,176
4/4/20,Apr,2020,Vision Works (Peachtree City),Peachtree City,30269,Fayette County,13113,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30269,Metro South,1,3
4/9/07,Apr,2007,State Mutual Insurance Company,Rome,30162,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,26
6/5/07,Jun,2007,"Aramark Educational Services, Llc",Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,57
11/6/07,Nov,2007,Legacy Marketing Group,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,64
1/8/08,Jan,2008,Wheeler's Inc.,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,155
1/8/08,Jan,2008,"Wheeler's, Inc.",Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,59
2/25/08,Feb,2008,"Mohawk Industries, Inc.",Armuchee,30105,Floyd County,13115,"Rome, GA",40660,30105,Northwest,1,158
10/22/08,Oct,2008,Temple-inland,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,91
12/1/08,Dec,2008,Mohawk Industries,Shannon,30172,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,79
4/8/09,Apr,2009,K Mart Store #4719,Rome,30162,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,80
5/14/09,May,2009,Advanced Steel Technology,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,39
12/22/09,Dec,2009,Perot Systems,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,32
2/25/10,Feb,2010,Cch Small Firm Services,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,17
5/13/10,May,2010,"Pierre (zartic, Llc.)",Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,350
3/4/11,Mar,2011,General Aluminum,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,67
8/30/11,Aug,2011,"Vend Service, Inc.",Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,51
10/28/11,Oct,2011,Mohawk Industries,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,227
12/5/11,Dec,2011,Northwest Georgia Regional Hospital,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,750
3/10/14,Mar,2014,"Source Medical Solutions, Inc.",Rome,30162,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,58
6/30/14,Jun,2014,Reliable Health Care Mangement,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,5
12/19/14,Dec,2014,Encompass Group LLC,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,34
1/2/15,Jan,2015,Spears Mattress Company,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,80
5/1/15,May,2015,Moriah Services LLC.,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,33
10/31/15,Oct,2015,DermaTran Health Solutions,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,12
1/30/16,Jan,2016,Express,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,24
3/20/16,Mar,2016,Sears,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,45
4/30/16,Apr,2016,Hancock Fabrics,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,12
7/31/16,Jul,2016,Kmart,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,87
7/12/17,Jul,2017,Source Medical,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,18
5/1/18,May,2018,Transdev On Demand,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,98
7/31/18,Jul,2018,Sykes,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,181
4/30/19,Apr,2019,LLOVERA SERVICE INC,Silver Creek,30173,Floyd County,13115,"Rome, GA",40660,30173,Northwest,1,1
10/31/19,Oct,2019,YING AND TONG INC,,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,2
2/28/20,Feb,2020,Accounting & Tax Service of Rome,Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,1
3/15/20,Mar,2020,Bloomin Brands (Outback 1171),Rome,30161,Floyd County,13115,"Rome, GA",40660,30161,Northwest,1,82
4/6/20,Apr,2020,Kindred Specialty Hospital LLC,Rome,30165,Floyd County,13115,"Rome, GA",40660,30165,Northwest,1,78
7/12/07,Jul,2007,Netbank,Alpharetta,30005,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro North,1,150
2/6/08,Feb,2008,Axa,Alpharetta,30005,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro North,1,42
4/30/08,Apr,2008,Paramont Grading,Cumming,30040,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30040,Metro North,1,50
7/3/08,Jul,2008,Johnson Controls Inc,Suwanee,30024,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30024,Metro North,1,193
3/8/12,Mar,2012,The Atlanta Journal Constitution,Cumming,30040,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30040,Metro North,1,70
9/12/12,Sep,2012,Polyvision Corporation,Suwanee,30024,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30024,Metro North,1,33
3/25/16,Mar,2016,Kocher + Beck,Suwanee,30024,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30024,Metro North,1,60
3/2/20,Mar,2020,"Divine Home Nursing, LLC",Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,9
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 6117),Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,60
3/15/20,Mar,2020,Bloomin Brands (Outback 1129),Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,91
3/23/20,Mar,2020,"Black Diamond Grill and Grill, Inc",Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,38
4/3/20,Apr,2020,Asbury Automotive,Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,13
4/4/20,Apr,2020,Vision Works (Cumming),Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,5
6/19/20,Jun,2020,2PM Property Investments,Cumming,30041,Forsyth County,13117,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30041,Metro North,1,4
6/11/07,Jun,2007,"Bosal Industries - Georgia, Inc.",Lavonia,30553,Franklin County,13119,,,30553,Northeast,1,12
8/18/08,Aug,2008,"Bosal Industries - Georgia, Inc.",Lavonia,30553,Franklin County,13119,,,30553,Northeast,1,40
3/24/10,Mar,2010,Wellstone Mills,Lavonia,30553,Franklin County,13119,,,30553,Northeast,1,0
4/28/10,Apr,2010,Kautex Of Georgia,Lavonia,30553,Franklin County,13119,,,30553,Northeast,1,0
9/23/10,Sep,2010,Beaulieu Of America,Royston,30662,Franklin County,13119,,,30662,Northeast,1,192
12/20/19,Dec,2019,Waste Management National Transportation Services,,30521,Franklin County,13119,,,30521,Northeast,1,69
3/22/20,Mar,2020,SHONEY'S OF LAVONIA/Witherall Enterprises,Carnesville,30521,Franklin County,13119,,,30521,Northeast,1,18
1/8/07,Jan,2007,Enterprise Fund Distributors,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,89
1/8/07,Jan,2007,Marriott Atlanta Global Reservations Sales & Customer Care Center,Sandy Springs,30328,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30328,Metro West,1,153
1/9/07,Jan,2007,K D M S,Atlanta,30328,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30328,Metro West,1,70
2/1/07,Feb,2007,Fcp Alliance,Alpharetta,30004,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30004,Metro West,1,18
2/8/07,Feb,2007,Alutiiq-wackenhut Security Services,Atlanta,30310,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30310,Metro West,1,65
2/8/07,Feb,2007,Alcoa,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,97
2/26/07,Feb,2007,The Home Depot,Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,42
3/27/07,Mar,2007,Hi Fi Buys,Atlanta,30331,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30331,Metro West,1,49
3/30/07,Mar,2007,Atlantic Southeast Airlines,Hapeville,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,150
4/2/07,Apr,2007,Southstar Funding,Atlanta,30350,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30350,Metro West,1,340
4/4/07,Apr,2007,Axa Enterprise,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,71
4/6/07,Apr,2007,Bank Of America,Atlanta,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,36
4/9/07,Apr,2007,Rbs Lynk,Atlanta,30350,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30350,Metro West,1,25
4/9/07,Apr,2007,New Century Financial Corp,Atlanta,30338,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30338,Metro West,1,55
4/11/07,Apr,2007,Sheraton Midtown,Atlanta,30361,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,160
7/27/07,Jul,2007,Accenture,Atlanta,30375,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,50
7/27/07,Jul,2007,Reliance Trust Co,Atlanta,30328,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30328,Metro West,1,25
8/23/07,Aug,2007,Bnc Mortgage,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,123
8/27/07,Aug,2007,"Greenpoint Mortgage Funding, Inc",Alpharetta,31904,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,31904,Metro West,1,51
8/28/07,Aug,2007,Earthlink,Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,527
9/17/07,Sep,2007,"O'sullivan Industries, Inc.",Roswell,30076,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30076,Metro West,1,45
9/17/07,Sep,2007,Fry's Metals Inc Dba Alpha Metals Inc,Alpharetta,30005,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro West,1,9
9/17/07,Sep,2007,Citi Mortgage,Atlanta,30350,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30350,Metro West,1,20
